60,16.4,25,,12.3
120,16.4,25,,12.3
240,16.4,25,,12.2
360,16.4,25,,12.1
480,16.4,25,,12
600,16.4,25,,11.9
720,16.4,25,,11.8
840,16.4,25,,11.7
900,16.4,25,,11.6
1020,16.4,25,,11.5
1140,16.4,25,,11.4
1200,16.4,25,,11.35
1500,16.4,25,,11
1560,16.4,25,,10.85
1800,16.4,25,,10.4
1860,16.4,25,,10.25
1980,16.4,25,,10
2160,16.4,25,,9.4
